decision,reason,note,year,type,publisher,doi,title
excl_ii,(ii) survey or review; proposes no alignment mechanism,,2026,article,Springer Nature,10.1007/s11432-026-5040-3,"SAR foundation models: a comprehensive review of data, models, and applications"
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,conference-paper,,10.1109/radarconf2663773.2026.11674915,Direction-of-Arrival Estimation using Radar Foundation Models
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2026,preprint,Cornell University,10.48550/arxiv.2603.12008,CrossEarth-SAR: A SAR-Centric and Billion-Scale Geospatial Foundation Model for Domain Generalizable Semantic Segmentation
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2026,preprint,Cornell University,,CrossEarth-SAR: A SAR-Centric and Billion-Scale Geospatial Foundation Model for Domain Generalizable Semantic Segmentation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,conference-paper,,10.1109/fccm68464.2026.00042,FASTR: FPGA-based Acceleration of Hierarchical Foundation Models for SAR ATR
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2026,preprint,Cornell University,,Prompting Foundation Models for Zero-Shot Ship Instance Segmentation in SAR Imagery
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2026,preprint,Cornell University,10.48550/arxiv.2604.17920,Prompting Foundation Models for Zero-Shot Ship Instance Segmentation in SAR Imagery
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,article,Multidisciplinary Digital Publishing Institute,10.3390/ijgi15040160,Harnessing Foundation Models for Optical–SAR Object Detection via Gated–Guided Fusion
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,conference-paper,Institution of Engineering and Technology,10.1049/icp.2026.0435,A foundation model for SAR target recognition based on multi-scale gradient features fusion
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2026,preprint,Cornell University,,SAMBA: A Scatter-Guided Masked Bidirectional Mamba Foundation Model for SAR Target Recognition
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2026,preprint,Cornell University,10.48550/arxiv.2606.31668,SAMBA: A Scatter-Guided Masked Bidirectional Mamba Foundation Model for SAR Target Recognition
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,,HuiYanEarth-SAR: A Foundation Model for High-Fidelity and Low-Cost Global Remote Sensing Imagery Generation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,10.48550/arxiv.2604.11444,HuiYanEarth-SAR: A Foundation Model for High-Fidelity and Low-Cost Global Remote Sensing Imagery Generation
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,article,Institute of Electrical and Electronics Engineers,10.1109/jstars.2026.3699595,An LLM-Enhanced Anomaly Detection Method for Identifying RFI in Multitemporal SAR Data
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2026,preprint,Cornell University,,Extending Precipitation Nowcasting Horizons via Spectral Fusion of Radar Observations and Foundation Model Priors
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2026,preprint,Cornell University,10.48550/arxiv.2603.21768,Extending Precipitation Nowcasting Horizons via Spectral Fusion of Radar Observations and Foundation Model Priors
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,preprint,Cornell University,10.48550/arxiv.2602.19190,FUSAR-GPT : A Spatiotemporal Feature-Embedded and Two-Stage Decoupled Visual Language Model for SAR Imagery
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,preprint,Cornell University,,FUSAR-GPT : A Spatiotemporal Feature-Embedded and Two-Stage Decoupled Visual Language Model for SAR Imagery
excl_ii,"not assessable: no abstract indexed and full text not retrieved, so (ii)-(iii) cannot be verified",,2026,conference-paper,,10.1117/12.3123341,Design and implementation of an intent-routed lightweight LLM radar agent system
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,10.48550/arxiv.2604.08074,DinoRADE: Full Spectral Radar-Camera Fusion with Vision Foundation Model Features for Multi-class Object Detection in Adverse Weather
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,,DinoRADE: Full Spectral Radar-Camera Fusion with Vision Foundation Model Features for Multi-class Object Detection in Adverse Weather
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,article,Springer Science+Business Media,10.1186/s40537-026-01483-9,LLM-augmented multimodal radar reflectivity retrieval with cross-satellite transfer learning
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,article,American Society of Civil Engineers,10.1061/jccee5.cpeng-7168,Concealed Cold-Formed Steel Structural Members and Damage Assessment Integrating Ground Penetrating Radar with Vision Foundation Model
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,preprint,Cornell University,,Taming Vision Priors for Data Efficient mmWave Channel Modeling
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,preprint,Cornell University,10.48550/arxiv.2603.13383,Taming Vision Priors for Data Efficient mmWave Channel Modeling
excl_ii,"(ii) doctoral-consortium research statement describing a programme, not a framework with an alignment mechanism",,2026,conference-paper,,10.1145/3812835.3814842,Towards Cognitive mmWave Agents: From Physical Sensing to Cognitive Computing
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,10.48550/arxiv.2607.16819,FUSAR-R1: A Large-Scale Reasoning Model for Intelligent Interpretation of SAR Images
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,,MM-OVSeg:Multimodal Optical-SAR Fusion for Open-Vocabulary Segmentation in Remote Sensing
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,,FUSAR-R1: A Large-Scale Reasoning Model for Intelligent Interpretation of SAR Images
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,10.48550/arxiv.2603.17528,MM-OVSeg:Multimodal Optical-SAR Fusion for Open-Vocabulary Segmentation in Remote Sensing
excl_ii,(ii)+(iii) semantic intervention on visual features; no language backbone in the pipeline,,2026,article,Taylor & Francis,10.1080/01431161.2026.2720317,A causal semantic intervention framework for few-shot SAR-ATR
excl_ii,"(iii) output is synthetic SAR data, not a measurand or a language statement about one",,2026,preprint,Cornell University,10.48550/arxiv.2606.28896,A Task-Driven and Quality-Assured Agent Framework for SAR Data Generation
excl_ii,"(iii) output is synthetic SAR data, not a measurand or a language statement about one",,2026,preprint,Cornell University,,A Task-Driven and Quality-Assured Agent Framework for SAR Data Generation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,article,Institute of Electrical and Electronics Engineers,10.1109/access.2026.3709540,A Benchmark and Physics-Informed Optimization of LoRA for SAR Target Recognition
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,,SARLO-80: Worldwide Slant SAR Language Optic Dataset 80cm
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,10.48550/arxiv.2606.20523,SARLO-80: Worldwide Slant SAR Language Optic Dataset 80cm
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,10.48550/arxiv.2604.13584,UNRIO: Uncertainty-Aware Velocity Learning for Radar-Inertial Odometry
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,,UNRIO: Uncertainty-Aware Velocity Learning for Radar-Inertial Odometry
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,conference-paper,,10.1145/3805622.3810832,Text4Radar-V2X: Text-guided 4D Radar for Cooperative 3D Object Detection
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2026,preprint,Cornell University,10.48550/arxiv.2609.00968,ReFlowSET: Representation-Aligned Latent Flow Matching for SAR-to-EO Image Translation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,,10.48550/arxiv.2604.08282,Revisiting Radar Perception With Spectral Point Clouds
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2026,preprint,European Organization for Nuclear Research,10.5281/zenodo.18664897,Reducing Uncertainty in SAR Ship Zero-Shot Instance Segmentation via Neural Schrödinger Bridge
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,,Revisiting Radar Perception With Spectral Point Clouds
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2026,preprint,European Organization for Nuclear Research,10.5281/zenodo.18664896,Reducing Uncertainty in SAR Ship Zero-Shot Instance Segmentation via Neural Schrödinger Bridge
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,article,Multidisciplinary Digital Publishing Institute,10.3390/molecules31142408,Machine Learning-Empowered Electromagnetic Wave Absorbing Materials: From Forward Prediction to Generative Inverse Design
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,article,Wiley,10.1111/phor.70053,Adapter‐Enhanced SAR ‐Optical Joint Segmentation With Primary Modality Regularization and Sparse Attention Adjustment
excl_ii,(ii) survey or review; proposes no alignment mechanism,,2026,preprint,Cornell University,,"A Tutorial on ALOS2 SAR Utilization: Dataset Preparation, Self-Supervised Pretraining, and Semantic Segmentation"
excl_ii,(ii) survey or review; proposes no alignment mechanism,,2026,preprint,Cornell University,10.48550/arxiv.2603.15119,"A Tutorial on ALOS2 SAR Utilization: Dataset Preparation, Self-Supervised Pretraining, and Semantic Segmentation"
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,,SOMA-1M: A Large-Scale SAR-Optical Multi-resolution Alignment Dataset for Multi-Task Remote Sensing
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,10.48550/arxiv.2602.05480,SOMA-1M: A Large-Scale SAR-Optical Multi-resolution Alignment Dataset for Multi-Task Remote Sensing
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,article,Multidisciplinary Digital Publishing Institute,10.3390/s26102956,LiDAR-Free 3D Auto-Labeling via Radar–Visual Spatio-Temporal Consistency
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Ifremer,10.48550/arxiv.2601.07392,OceanSAR-2: A Universal Feature Extractor for SAR Ocean Observation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,preprint,Cornell University,,OceanSAR-2: A Universal Feature Extractor for SAR Ocean Observation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,article,Multidisciplinary Digital Publishing Institute,10.3390/electronics15091933,RaTDet: A Marine Radar Transformer Network for End-to-End Target Detection
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,conference-paper,Institution of Engineering and Technology,10.1049/icp.2026.1319,From words to pulses: temporal-semantic coding learning for radar emitter recognition
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,article,European Organization for Nuclear Research,10.5281/zenodo.21235032,"An AI Based Multi-Agent Framework for Maritime Domain Awareness Using SAR Imagery, Weather Intelligence and Retrieval Augmented Reasoning: A Coastal Surveillance Case Study"
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,article,European Organization for Nuclear Research,10.5281/zenodo.21235033,"An AI Based Multi-Agent Framework for Maritime Domain Awareness Using SAR Imagery, Weather Intelligence and Retrieval Augmented Reasoning: A Coastal Surveillance Case Study"
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,article,IEEE Computer Society,10.1109/mic.2026.3692566,RadarSim : Toward an Intelligent Digital Twin for Artificial Intelligence-Driven Radar Detection Systems
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,preprint,Cornell University,10.48550/arxiv.2603.04898,U-Parking: Distributed UWB-Assisted Autonomous Parking System with Robust Localization and Intelligent Planning
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2026,preprint,Cornell University,,U-Parking: Distributed UWB-Assisted Autonomous Parking System with Robust Localization and Intelligent Planning
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,other,European Organization for Nuclear Research,10.5281/zenodo.21456424,"NACTIS-NG: AI-POWERED COUNTER-UAS AND AUTONOMOUS BORDER SURVEILLANCE FOR NIGERIA'S INSECURE BORDER REGIONS Radar-Vision Fusion, RF Signal Classification, and Autonomous Patrol Optimisation for the Lake Chad Basin and Northwest Border Corridors"
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2026,other,European Organization for Nuclear Research,10.5281/zenodo.21456425,"NACTIS-NG: AI-POWERED COUNTER-UAS AND AUTONOMOUS BORDER SURVEILLANCE FOR NIGERIA'S INSECURE BORDER REGIONS Radar-Vision Fusion, RF Signal Classification, and Autonomous Patrol Optimisation for the Lake Chad Basin and Northwest Border Corridors"
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,article,Institute of Electrical and Electronics Engineers,10.1109/tip.2025.3531988,SARATR-X: Toward Building a Foundation Model for SAR Target Recognition
excl_ii,pre-marked from Sec. I-A corpus,cheng2025large,2025,article,Institute of Electrical and Electronics Engineers,10.1109/mcom.004.2400281,Large Language Models Empower Multimodal Integrated Sensing and Communication
excl_ii,pre-marked from Sec. I-A corpus,liu2025multimodal,2025,article,Institute of Electrical and Electronics Engineers,10.1109/miot.2025.3575888,Multi-Modal Integrated Sensing and Communication in Internet of Things With Large Language Models
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2025,article,Institute of Electrical and Electronics Engineers,10.1109/jstars.2025.3532690,ClassWise-SAM-Adapter: Parameter-Efficient Fine-Tuning Adapts Segment Anything to SAR Domain for Semantic Segmentation
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,article,Institute of Electrical and Electronics Engineers,10.1109/lwc.2025.3603423,UAV Individual Identification via Distilled RF Fingerprints-Based LLM in ISAC Networks
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,article,IEEE Communications Society,10.1109/lcomm.2025.3647492,Large Language Models for Beam Prediction Under the mmWave Massive MIMO Hybrid-Field Channels
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,article,Elsevier BV,10.1016/j.jag.2025.104624,SUMMIT: A SAR foundation model with multiple auxiliary tasks enhanced intrinsic characteristics
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,article,Elsevier BV,10.1016/j.rse.2025.114775,A vision foundation model-based method for large-scale forest disturbance mapping using time series Sentinel-1 SAR data
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2025,article,Multidisciplinary Digital Publishing Institute,10.3390/rs17071209,SAR Image Target Segmentation Guided by the Scattering Mechanism-Based Visual Foundation Model
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,conference-paper,,10.1145/3711875.3734376,Demo: Liquid Identification via Vision-Guided mmWave Imaging and LLM Reasoning
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,conference-paper,,10.1109/iros60139.2025.11246532,NanoMVG: USV-Centric Low-Power Multi-Task Visual Grounding based on Prompt-Guided Camera and 4D mmWave Radar
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,article,Institute of Electrical and Electronics Engineers,10.1109/tmech.2025.3584379,Improving Radar–Camera Fusion for 3D Object Detection via Eliciting Knowledge From Foundation Model
excl_ii,pre-marked from Sec. I-A corpus,qu2026intelligent,2025,review,Multidisciplinary Digital Publishing Institute,10.3390/s26010248,The Intelligent Evolution of Radar Signal Deinterleaving: A Systematic Review from Foundational Algorithms to Cognitive AI Frontiers
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,conference-paper,,10.1145/3714394.3756291,FuseLID: Vision-Language Model-Based Camera-Radar Fusion for Liquid Identification
excl_ii,(ii) survey or review; proposes no alignment mechanism,,2025,article,Institute of Electrical and Electronics Engineers,10.1109/mgrs.2025.3574703,Claude Does Permanent Scatterer Interferometric Synthetic Aperture Radar: A tutorial for the use of large language models in replication studies
excl_ii,(ii) survey or review; proposes no alignment mechanism,,2025,article,,10.62762/cjif.2025.861974,Research Progress and Prospect of Radar Data Intelligent Processing
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,preprint,,10.20944/preprints202506.1273.v1,Attention-Based Enhancement of Airborne LiDAR across Vegetated Landscapes using SAR and Optical Imagery Fusion
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,article,IEEE Sensors Council,10.1109/jsen.2025.3540660,"RAIDS: Radar Range-Azimuth Map Estimation From Image, Depth, and Semantic Descriptions"
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,article,Institute of Electrical and Electronics Engineers,10.1109/trs.2025.3605232,UP-TIFA: UWB Radar-Based People Counting via Time–Frequency Attention Neural Network
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,conference-paper,,10.1109/mesa68091.2025.11278880,VLAS: From Individual to Social Intelligence via Social Radar-Augmented VLA Agents
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,article,,10.18127/j19998554-202506-08,A method for optimizing the actions of an operator of a space monitoring radar station based on graph representation
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,preprint,Cornell University,10.48550/arxiv.2509.11952,CLAIRE: A Dual Encoder Network with RIFT Loss and Phi-3 Small Language Model Based Interpretability for Cross-Modality Synthetic Aperture Radar and Optical Land Cover Segmentation
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,conference-paper,,10.1109/aiahpc66801.2025.11289922,Cloud Classification using Millimeter-wave Cloud Radar Observations and Cloud Images via Visual Language Models
excl_ii,pre-marked from Sec. I-A corpus,narayanan2025emerging,2025,article,Institute of Electrical and Electronics Engineers,10.1109/maes.2025.3533946,Emerging Trends in Radar: Natural Language Processing
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,conference-paper,,10.1145/3680207.3765597,Demo: Amodal Instance Segmentation Using MmWave Radar
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,conference-paper,,10.1109/vtc2025-fall65116.2025.11310536,Generative AI-driven Wireless Amodal Sensing Using MmWave Radar
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2025,article,American Meteorological Society,10.1175/aies-d-25-0003.1,WV-Net: A Foundation Model for SAR Ocean Satellite Imagery
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2025,conference-paper,,10.1109/igarss55030.2025.11242910,"Pretrain, Adapt, and Fine-tune a SAR Foundation Model for Segmentation Tasks"
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,conference-paper,,10.1145/3680207.3765669,Poster: KeyRadar: Contactless Touchscreen Keystroke Inference via mmWave Sensing and Language Models
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,preprint,Cornell University,10.48550/arxiv.2504.11999,A Complex-valued SAR Foundation Model Based on Physically Inspired Representation Learning
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,preprint,Cornell University,10.48550/arxiv.2508.12597,UAV Individual Identification via Distilled RF Fingerprints-Based LLM in ISAC Networks
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,article,Institute of Electrical and Electronics Engineers,10.1109/taes.2025.3648374,Semantic-Anchored Cross-Modal Distillation Framework With Foundation Models for SAR Ship Recognition
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2025,preprint,Cornell University,10.48550/arxiv.2505.03844,From Spaceborne to Airborne: SAR Image Synthesis Using Foundation Models for Multi-Scale Adaptation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,preprint,Cornell University,10.48550/arxiv.2512.14755,SkyCap: Bitemporal VHR Optical-SAR Quartets for Amplitude Change Detection and Foundation-Model Evaluation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,preprint,Cornell University,,SkyCap: Bitemporal VHR Optical-SAR Quartets for Amplitude Change Detection and Foundation-Model Evaluation
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,preprint,,10.36227/techrxiv.175021723.32985115/v1,LLMs-based On-off Control and Beamforming Optimization for RRIS-assisted Outdoor-to-Indoor mmWave SWIPT for Mobile Robots
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2025,conference-paper,,10.1109/igarss55030.2025.11243059,A Deep Learning Framework using Remote-Sensing Foundation Model with Siamese U-Net and KAN-Based CNN for Optical and SAR Change Detection
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,preprint,Cornell University,10.48550/arxiv.2511.20265,Segment-Wise Flow Matching for Vision-Aided mmWave V2I Beam Prediction
excl_ii,(ii)+(iii) clinical knowledge distillation into a regressor; no language backbone,,2025,conference-paper,,10.1145/3680207.3765268,Home-based Dry Eye Assessment via Blink Kinematics Using mmWave and Clinical Knowledge Distillation
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,preprint,Cornell University,10.48550/arxiv.2502.08168,SARChat-Bench-2M: A Multi-Task Vision-Language Benchmark for SAR Image Interpretation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,conference-paper,,10.23919/apsar64635.2025.11392548,Masked Siamese Autoencoder Using Multi-Frequency SAR Data
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2025,conference-paper,,10.52202/085713-4385,RadarQA: Multi-modal Quality Analysis of Weather Radar Forecasts
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,preprint,Cornell University,10.48550/arxiv.2508.08038,TRIDE: A Text-assisted Radar-Image weather-aware fusion network for Depth Estimation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,article,Multidisciplinary Digital Publishing Institute,10.3390/rs17193278,Attention-Based Enhancement of Airborne LiDAR Across Vegetated Landscapes Using SAR and Optical Imagery Fusion
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2025,preprint,Cornell University,10.48550/arxiv.2512.17897,RadarGen: Automotive Radar Point Cloud Generation from Cameras
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2025,preprint,Cornell University,,RadarGen: Automotive Radar Point Cloud Generation from Cameras
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,preprint,Cornell University,10.48550/arxiv.2512.21643,Omni-Weather: A Unified Multimodal Model for Weather Radar Understanding and Generation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,preprint,Cornell University,,Omni-Weather: A Unified Multimodal Model for Weather Radar Understanding and Generation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,article,Pleiades Publishing,10.3103/s1060992x25601708,RCDINO: Enhancing Radar–Camera 3D Object Detection with DINOv2 Semantic Features
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,preprint,Cornell University,10.48550/arxiv.2508.15353,RCDINO: Enhancing Radar-Camera 3D Object Detection with DINOv2 Semantic Features
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2025,conference-paper,,10.1109/cises66934.2025.11265275,Retrieval-Augmented Ship Detection in SAR Imagery Using Bi-LSTM and Big Transfer Network
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2025,conference-paper,,10.24400/527896/a03-2025.4345,Sentinel-1 Wind Stress Divergence as an Independent Constraint for Sentinel-6 SSH Validation
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2024,article,Elsevier BV,10.1016/j.isprsjprs.2024.09.013,Predicting gradient is better: Exploring self-supervised learning for SAR ATR with a joint-embedding predictive architecture
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2024,conference-paper,,10.1109/cvprw63382.2024.00311,Scattering Prompt Tuning: A Fine-tuned Foundation Model for SAR Object Recognition
excl_ii,(ii) no cross-modal alignment or tokenization mechanism,,2024,article,Multidisciplinary Digital Publishing Institute,10.3390/rs16162927,Leveraging Visual Language Model and Generative Diffusion Model for Zero-Shot SAR Target Recognition
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2024,preprint,Cornell University,10.48550/arxiv.2405.09365,SARATR-X: Toward Building A Foundation Model for SAR Target Recognition
excl_ii,(ii)+(iii) SimCLR-style contrastive pre-training; the language models named in the abstract are rhetorical,,2024,conference-paper,,10.1109/radarconf2458775.2024.10548787,Track-Oriented Self-Supervised Learning for Micro-Doppler Target Classification
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2024,preprint,Cornell University,10.48550/arxiv.2401.02326,ClassWise-SAM-Adapter: Parameter Efficient Fine-tuning Adapts Segment Anything to SAR Domain for Semantic Segmentation
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2024,preprint,Cornell University,10.48550/arxiv.2406.18765,WV-Net: A foundation model for SAR WV-mode satellite imagery trained using contrastive self-supervised learning on 10 million images
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2024,article,Association for Computing Machinery,10.1145/3640087.3640096,A New mmWave-Speech Multimodal Speech System for Voice User Interface
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2024,conference-paper,,10.1109/icassp48485.2024.10448409,SAR2NDVI: Pre-Training for SAR-to-NDVI Image Translation
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2024,conference-paper,,10.1117/12.3013756,EO and radar fusion for fine-grained target classification with a strong few-shot learning baseline
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2024,preprint,Cornell University,10.48550/arxiv.2408.17207,NanoMVG: USV-Centric Low-Power Multi-Task Visual Grounding based on Prompt-Guided Camera and 4D mmWave Radar
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2024,conference-paper,,10.1109/naecon61878.2024.10670614,Optimizing Radar Parameter Values with Language and Genetic Algorithms
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2023,article,Hindawi Publishing Corporation,10.1155/2023/2951812,Continuous Human Motion Recognition Based on FMCW Radar and Transformer
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2023,article,Institute of Electrical and Electronics Engineers,10.1109/access.2023.3244017,A Study on 3D Human Pose Estimation Using Through-Wall IR-UWB Radar and Transformer
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2023,conference-paper,,10.1109/icassp49357.2023.10096129,RCDPT: Radar-Camera Fusion Dense Prediction Transformer
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2023,article,Institute of Electrical and Electronics Engineers,10.1109/tgrs.2023.3305551,People Flow Detection Algorithm Based on a Multiencoder-Classifier Cotraining Architecture for FMCW Radar
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2023,conference-paper,,10.1109/radar54928.2023.10371014,Automatic LPI Radar Waveform Recognition Using Vision Transformer
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2023,article,Nature Portfolio,10.1038/s41598-023-39348-3,SALA-LSTM: a novel high-precision maritime radar target detection method based on deep learning
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2023,article,,10.63282/3050-9416.ijaibdcms-v4i1p108,Predictive Compliance Radar Using Temporal-AI Fusion
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2023,article,Institute of Electrical and Electronics Engineers,10.1109/tim.2023.3307768,Deep Combination of Radar With Optical Data for Gesture Recognition: Role of Attention in Fusion Architectures
excl_ii,(ii)+(iii) encoder-only foundation model; no language backbone,,2023,preprint,Cornell University,10.48550/arxiv.2311.15153,Predicting Gradient is Better: Exploring Self-Supervised Learning for SAR ATR with a Joint-Embedding Predictive Architecture
excl_ii,(ii)+(iii) no language/vision-language backbone in title/abstract,,2023,conference-paper,,10.1109/ceii60565.2023.00037,Maritime Radar Small Target Detection Based on Echo Embedding and Self-Attention
